imgUrl,category_name,name,base_price,category,description,stock
https://m.media-amazon.com/images/I/71djZjyZs2L._AC_UL320_.jpg,Backpacks,Marvel Black Panther Wakanda Compression Straps Tech Backpack,41.99,Backpacks,"Feel the power of Wakanda with the Marvel Black Panther Wakanda Compression Straps Tech Backpack! This sleek and durable backpack features specialized compression straps to secure your belongings, along with tech-friendly compartments for your laptop and gadgets. Embrace your inner hero as you carry this stylish backpack inspired by the legendary Black Panther!",58
https://m.media-amazon.com/images/I/81mVywYlFoL._AC_UL320_.jpg,Backpacks,Clear Rolling Backpack Kids Wheeled School Bookbag for Boys and Girls (Dinosaur),59.99,Backpacks,"Get your little one excited for school with this Clear Rolling Backpack featuring a fun dinosaur design! Perfect for boys and girls, this wheeled bookbag is both practical and stylish. With ample storage space and easy maneuverability, this backpack will make school days a breeze for your child.",611
https://m.media-amazon.com/images/I/81DWSqWJCGL._AC_UL320_.jpg,Backpacks,Jurassic Park Safety Logo Black Backpack,49.99,Backpacks,Stay safe while exploring the wonders of Jurassic Park with this sleek black backpack featuring the iconic safety logo. This durable and spacious backpack is perfect for storing all your essentials as you navigate through the park or tackle your everyday adventures. Embrace your inner explorer with this stylish and functional Jurassic Park Safety Logo Black Backpack.,679
https://m.media-amazon.com/images/I/91sNfFAoZyL._AC_UL320_.jpg,Backpacks,Moda 20L Backpack - CADA Dia - Canyon 20L,114.99,Backpacks,"The Moda 20L Backpack in the CADA Dia Canyon design is the perfect blend of style and functionality. With a spacious 20-liter capacity, this backpack is ideal for everyday use, whether you're commuting to work or exploring the great outdoors. Stay organized and stylish with this sleek and durable backpack that will quickly become your go-to accessory.",210
https://m.media-amazon.com/images/I/71g8hACaHHL._AC_UL320_.jpg,Backpacks,Kids Backpacks Set with Lunch Bag Pencil Case Pocket Pomeranian Print School Bag for Girls Boys Preschool Kindergarten Elementary Travel Daypack,29.99,Backpacks,"Get your little one ready for school with this adorable Kids Backpacks Set featuring a charming Pomeranian print! This set includes a backpack, lunch bag, and pencil case, perfect for girls and boys in preschool, kindergarten, or elementary school. With ample storage space and durable construction, this set is ideal for everyday school use or travel adventures.",617
https://m.media-amazon.com/images/I/61b56Q8F8pL._AC_UL320_.jpg,Backpacks,"Cute Rainbow Koala School Backpack for Girls & Boys, Water Resistant Durable Casual Basic Bookbag for Students",30.99,Backpacks,"Get ready to add a pop of color and fun to your child's school days with this adorable Cute Rainbow Koala School Backpack! Perfect for both girls and boys, this water-resistant and durable backpack is designed to withstand the wear and tear of everyday school life. The casual and basic style makes it a versatile choice for students of all ages, ensuring your little one stays organized and stylish while on the go.",190
https://m.media-amazon.com/images/I/81zs0hEpgxL._AC_UL320_.jpg,Backpacks,Boho Sling Bag for Women Crossbody Purse – Bohemian One Strap Backpack – Hippie Boho Backpack for Men Daypack,12.49,Backpacks,"Embrace a free-spirited lifestyle with our Boho Sling Bag, a versatile and stylish accessory perfect for any adventure. This crossbody purse effortlessly combines bohemian flair with practicality, making it the ideal choice for both women and men on the go. With its unique design and comfortable one-strap backpack style, this Hippie Boho Daypack is a must-have for anyone looking to add a touch of bohemian chic to their everyday look.",130
https://m.media-amazon.com/images/I/81rdXYiohSL._AC_UL320_.jpg,Backpacks,"Tempest 20L Women's Hiking Backpack with Hipbelt, Stealth Black, WM/L",129.18,Backpacks,"The Tempest 20L Women's Hiking Backpack in Stealth Black is the perfect companion for your outdoor adventures. Designed with a comfortable hipbelt and a spacious 20-liter capacity, this backpack offers a perfect fit and ample storage for all your essentials. Stay organized and comfortable on the trails with this sleek and functional hiking backpack.",444
https://m.media-amazon.com/images/I/511IXmeneDL._AC_UL320_.jpg,Backpacks,Sheila Medium Logo Backpack (Black),139.0,Backpacks,"Upgrade your style with the sleek and sophisticated Sheila Medium Logo Backpack in classic black. This versatile backpack features a spacious interior, adjustable shoulder straps, and a stylish logo design, making it the perfect accessory for work, travel, or everyday use. Stay organized and on-trend with the Sheila Medium Logo Backpack.",317
https://m.media-amazon.com/images/I/61kQjbrIkcL._AC_UL320_.jpg,Backpacks,"Mushu Cloud Print Mini Backpack, red, Standard",51.0,Backpacks,"Step out in style with our Mushu Cloud Print Mini Backpack in a vibrant red hue. Perfect for carrying your essentials with ease, this backpack is both functional and fashionable. The standard size ensures a comfortable fit, while the unique cloud print adds a touch of whimsy to any outfit.",590
https://m.media-amazon.com/images/I/61T0ovOMAML._AC_UL320_.jpg,Backpacks,Toy Story Characters Print Backpack by Loungefly,44.95,Backpacks,"Get ready to embark on an adventure with the Toy Story Characters Print Backpack by Loungefly! This backpack features all your favorite Toy Story characters in a vibrant and playful print, perfect for fans of the beloved movie franchise. With its spacious interior and comfortable straps, this backpack is both stylish and functional, making it the perfect accessory for any Disney enthusiast on the go.",644
https://m.media-amazon.com/images/I/81xHFJ9ZGuL._AC_UL320_.jpg,Backpacks,Toddler Backpack for Boys Cute Kids Elementary School Backpacks with Chest Strap and A Free Pendant (Dark Blue),39.99,Backpacks,"Introducing the perfect backpack for your little one - the Toddler Backpack for Boys! This adorable and functional backpack features a chest strap for added support and a free pendant to add a touch of charm. With its dark blue color and kid-friendly design, this backpack is the ideal companion for your child's adventures at school or on the go.",308
https://m.media-amazon.com/images/I/81jKhxLKinL._AC_UL320_.jpg,Backpacks,"Tempest 6L Women's Lumbar Hiking Wasit Pack, Violac Purple, One Size",73.01,Backpacks,"Embark on your outdoor adventures with the Tempest 6L Women's Lumbar Hiking Waist Pack in vibrant Violac Purple. Designed for comfort and functionality, this waist pack is the perfect companion for day hikes and excursions. With a spacious 6L capacity and adjustable fit, you can carry all your essentials in style while staying organized on the trail.",5
https://m.media-amazon.com/images/I/5124Y10zjYL._AC_UL320_.jpg,Backpacks,"Padded Pak'r Backpack - Bag for Travel, Work, or Bookbag - Black",55.0,Backpacks,"Introducing the Padded Pak'r Backpack, the ultimate versatile companion for your everyday adventures. Whether you're traveling, heading to work, or simply need a reliable bookbag, this sleek black backpack has got you covered. With its padded design, it offers comfort and protection for all your essentials, making it a must-have for anyone on-the-go.",663
https://m.media-amazon.com/images/I/81T7SNFL9EL._AC_UL320_.jpg,Backpacks,"Rolling Backpack for Boys Girls, Kids Roller School Bag with Wheels Toddler Wheeled Bookbag Elementary",41.99,Backpacks,"Introducing the ultimate travel companion for your little one - the Rolling Backpack for Boys and Girls! This stylish and durable roller school bag features smooth wheels and a retractable handle, making it perfect for kids on the go. Whether they're heading to school or a weekend getaway, this wheeled bookbag is sure to keep them organized and stylish all day long.",431
https://m.media-amazon.com/images/I/71c3zxfN7WL._AC_UL320_.jpg,Backpacks,Boys girl Backpack Kids School Bag (camouflage),18.89,Backpacks,"Get your little adventurer ready for school with this Boys Girl Backpack in a cool camouflage design. This durable and spacious school bag is perfect for carrying books, supplies, and snacks, while the adjustable straps ensure a comfortable fit for kids of all sizes. Make a statement with style and functionality with this must-have school accessory.",250
https://m.media-amazon.com/images/I/61LgijWH1bL._AC_UL320_.jpg,Backpacks,Cute Cat Face Bow Diamond Bling Waterproof Pink School Backpack Girls Book Bag,24.99,Backpacks,"Get ready to turn heads with this adorable Cute Cat Face Bow Diamond Bling Waterproof Pink School Backpack! Perfect for girls who love a touch of sparkle and style, this backpack is not only fashionable but also practical with its waterproof design. Carry your books and essentials in purr-fect style with this eye-catching backpack!",627
https://m.media-amazon.com/images/I/61RRB1HvRlL._AC_UL320_.jpg,Backpacks,"Metrosafe X Anti Theft 13-inch Commuter Backpack, Black",129.95,Backpacks,"Stay stylish and secure with the Metrosafe X Anti Theft 13-inch Commuter Backpack in sleek black. This innovative backpack features anti-theft technology, including lockable zippers and RFID blocking pockets, to keep your belongings safe while on the go. With a 13-inch laptop compartment and organizational pockets, this backpack is perfect for daily commutes or travel adventures.",995
https://m.media-amazon.com/images/I/91zxMDr4LSL._AC_UL320_.jpg,Backpacks,"Mandalorian Backpack with Baby Yoda Lunch Box Set - Bundle with 16"" Mandalorian Backpack, Baby Yoda Shaped Ears Lunch Bag, Stickers | Mandalorian Backpack for Boys",24.95,Backpacks,"Get ready for an out-of-this-world adventure with this Mandalorian Backpack with Baby Yoda Lunch Box Set! The set includes a 16"" Mandalorian backpack, a Baby Yoda shaped ears lunch bag, and stickers to customize your gear. Perfect for young Star Wars fans, this bundle is both practical and stylish, making it ideal for school, travel, or any galactic mission.",638
https://m.media-amazon.com/images/I/91RxheW3aAL._AC_UL320_.jpg,Backpacks,"Baby Shark Mini Backpack for Boys Girls Toddler Preschool ~ Deluxe 11"" Baby Shark School Bag with Coloring Pack and Stickers (Baby Shark School Supplies Bundle)",14.95,Backpacks,"Get ready to dive into a sea of fun with this adorable Baby Shark Mini Backpack! Perfect for boys and girls in preschool, this deluxe 11"" school bag comes with a coloring pack and stickers for endless entertainment. Your little one will love carrying their school supplies in style with this Baby Shark-themed backpack bundle!",276
https://m.media-amazon.com/images/I/61BpQukYgTL._AC_UL320_.jpg,Backpacks,"Travel Sling Bag Crossbody Bags for Women Trendy Small Fanny Pack Chest Bag with Adjustable Extender Shoulder Strap, Lightweight Sling Backpack for Outdoor Hiking (Grey)",12.99,Backpacks,"Experience the ultimate blend of style and functionality with our Travel Sling Bag Crossbody Bag for Women in a chic grey color. This trendy small fanny pack doubles as a chest bag and features an adjustable extender shoulder strap for maximum comfort. Perfect for outdoor adventures like hiking, this lightweight sling backpack is a must-have accessory for the modern woman on the go.",695
https://m.media-amazon.com/images/I/71rCF9SqS5L._AC_UL320_.jpg,Backpacks,Rainbow Anime Backpack for School Cartoon Bookbag 3D Travel Casual Daypack,29.99,Backpacks,"Stand out from the crowd with our vibrant Rainbow Anime Backpack! Perfect for school, travel, or casual outings, this 3D cartoon bookbag adds a fun and playful touch to your everyday style. Stay organized and make a statement with this eye-catching daypack that combines functionality with a touch of whimsy.",175
https://m.media-amazon.com/images/I/611gQ+AlH9L._AC_UL320_.jpg,Backpacks,"Men's Backpack, Black/Blue, One Size",0.0,Backpacks,"Stay organized and stylish on the go with this sleek Men's Backpack in a classic Black/Blue color combination. Designed to fit all your essentials comfortably, this versatile backpack features multiple compartments and adjustable straps for a personalized fit. Whether you're heading to work, school, or a weekend adventure, this backpack is the perfect accessory to keep you organized and looking sharp.",560
https://m.media-amazon.com/images/I/71nLbQZoleL._AC_UL320_.jpg,Backpacks,Sling Bag for Women Sling Backpack Hiking Daypack Multipurpose Crossbody Chest Bag (Light Purple),29.99,Backpacks,"Stay stylish and organized on all your adventures with this versatile Sling Bag for Women. Perfect for hiking, traveling, or everyday use, this multipurpose crossbody chest bag in a charming light purple hue is both functional and fashionable. With multiple pockets and a comfortable design, this sling backpack is a must-have accessory for the modern woman on the go.",774
https://m.media-amazon.com/images/I/71VIt3RShEL._AC_UL320_.jpg,Backpacks,Sling Bags Mens Shoulder Unbalance Backpacks Ultra-Light Chest Pack Multipurpose Crossbody Bags for Outdoor Sport Travel Gym Running Hiking Daypack Gray,29.99,Backpacks,"Stay organized and stylish on the go with our Sling Bags Men's Shoulder Unbalance Backpack. This ultra-light and multipurpose chest pack is perfect for outdoor sports, travel, gym, running, hiking, or everyday use. With a sleek gray design and ample storage space, this crossbody bag is a must-have accessory for any active individual.",116
https://m.media-amazon.com/images/I/71dgw0BgnnL._AC_UL320_.jpg,Backpacks,Waterproof Camping Hiking Backpack 70L/100L Molle Rucksack Large Daypack for Travelling,45.99,Backpacks,"Embark on your outdoor adventures with confidence using our Waterproof Camping Hiking Backpack. With a spacious 70L/100L capacity and Molle design, this rugged rucksack offers ample storage space for all your gear while ensuring durability and water resistance. Perfect for hiking, camping, and traveling, this large daypack is your reliable companion for exploring the great outdoors.",666
https://m.media-amazon.com/images/I/81fapMv5LlL._AC_UL320_.jpg,Backpacks,"Dinosaur Backpack For Boys, Cute Lightweight Waterproof Preschool Kids Backpack, Kindergarten Nursery Travel Bag With Chest Strap",25.98,Backpacks,"Get ready for a roaring adventure with this adorable Dinosaur Backpack for boys! Made from lightweight and waterproof materials, this preschool kids backpack is perfect for little explorers on the go. The chest strap ensures a secure fit, making it ideal for kindergarten, nursery, or travel adventures.",333
https://m.media-amazon.com/images/I/51B3iIyjMNL._AC_UL320_.jpg,Backpacks,Genuine Leather Sling Bag for Women Men Vintage Handmade Chest Backpack Casual Crossbody Daypack Shoulder Satchel Coffee,58.99,Backpacks,"Indulge in timeless style and practicality with our Genuine Leather Sling Bag. Handmade with premium quality leather, this versatile piece effortlessly transitions from day to night, making it the perfect companion for both men and women. With its vintage charm and spacious design, this Coffee-colored bag will elevate any outfit while keeping your essentials organized on-the-go.",216
https://m.media-amazon.com/images/I/618a0OWn8RL._AC_UL320_.jpg,Backpacks,Double Trouble Backpack Painterly Spring print,112.99,Backpacks,"Introducing the Double Trouble Backpack in the vibrant and eye-catching Painterly Spring print! This stylish and functional backpack is perfect for those who love to stand out from the crowd with its unique design and spacious compartments. Whether you're heading to school, work, or a weekend adventure, this backpack is sure to be your go-to accessory for both style and convenience.",334
https://m.media-amazon.com/images/I/71mIQ6jsPjL._AC_UL320_.jpg,Backpacks,"Mickey Mouse Big Face Littl Boy 10"" Mini Backpack",20.57,Backpacks,"Get ready for some magical adventures with the Mickey Mouse Big Face Little Boy Mini Backpack! This adorable 10-inch backpack features a large Mickey Mouse face design that is perfect for any Disney fan. With adjustable straps and a compact size, this backpack is ideal for carrying your essentials in style wherever you go.",354
https://m.media-amazon.com/images/I/716dpQtN3EL._AC_UL320_.jpg,Backpacks,Pretty Guardian Sailor Moon Neo Queen Serenity & King Endymion Mini Backpack Exclusive,89.99,Backpacks,"Carry a piece of the Moon Kingdom with you wherever you go with this stunning Pretty Guardian Sailor Moon Neo Queen Serenity & King Endymion Mini Backpack Exclusive. Featuring intricate designs of Neo Queen Serenity and King Endymion, this mini backpack is a must-have for any Sailor Moon fan. With its compact size and exclusive design, this backpack is the perfect accessory to showcase your love for the iconic anime series.",586
https://m.media-amazon.com/images/I/61Lp1M0EOhL._AC_UL320_.jpg,Backpacks,"Unisex Trek 24L Backpack, Dark Mountain/Ancient Fossil, One Size",55.0,Backpacks,"The Unisex Trek 24L Backpack in Dark Mountain/Ancient Fossil is the perfect companion for all your adventures. With a spacious 24-liter capacity and durable construction, this versatile backpack offers comfort and functionality for both men and women. Stay organized on the go while showcasing your unique style with this sleek and stylish backpack in a timeless color combination.",959
https://m.media-amazon.com/images/I/51ejyawrbWL._AC_UL320_.jpg,Backpacks,Japanese Backpackcute Backpacks for Girls，Kids Backpack for Girls School Backpack for 7 to 12 years Schoolbag(Apricot Pink Cute Horse),35.99,Backpacks,"Introducing the Japanese Backpackcute Backpack for Girls, a delightful and practical accessory for young fashionistas aged 7 to 12 years old. This Kids Backpack in charming Apricot Pink Cute Horse design is perfect for school or everyday adventures, combining style and functionality effortlessly. Let your little one stand out in the crowd with this adorable and durable School Backpack!",988
https://m.media-amazon.com/images/I/71O48LgwlyL._AC_UL320_.jpg,Backpacks,"Backpack for kids Backpack for Elementary Students, Waterproof Large Capacity School Bag Light Weight Backpack Primary School Backpack for girls (Purple cat)",29.99,Backpacks,"Introducing the perfect backpack for elementary students - the Waterproof Large Capacity School Bag! This light-weight and durable backpack is designed specifically for kids, with a fun Purple cat design that will surely make heads turn. With ample space for all school essentials, this backpack is both practical and stylish, making it the ideal choice for young students.",707
https://m.media-amazon.com/images/I/912v3WtcgYL._AC_UL320_.jpg,Backpacks,"Kids backpacks, 16in Water Resistant Boys Girls Backpack for Preschool/Primary/Elementary School Bookbag",36.99,Backpacks,"Introducing the perfect companion for your little one's school adventures - the 16in Water Resistant Kids Backpack! Designed for preschool, primary, and elementary school students, this backpack is durable, spacious, and water-resistant to keep their belongings safe and secure. With its vibrant colors and comfortable design, it's the ideal choice for any young student on the go.",10
https://m.media-amazon.com/images/I/61LmO5LIBKL._AC_UL320_.jpg,Backpacks,Kid Backpack Schoolbag Suitable for teens students and unisex 3pcs(Style J),28.99,Backpacks,"Introducing the perfect backpack for teens and students - the Kid Backpack Schoolbag! This 3-piece set in Style J is not only stylish and trendy, but also practical and durable for everyday school use. With a unisex design, it's suitable for all students looking to stay organized and fashionable on the go.",943
https://m.media-amazon.com/images/I/91+VOdm0n0L._AC_UL320_.jpg,Backpacks,Batman Logo 16 inches Allover Print Large Backpack,16.3,Backpacks,"Take your love for the Dark Knight to the next level with this Batman Logo 16 inches Allover Print Large Backpack. Featuring a bold and eye-catching design, this spacious backpack is perfect for carrying all your essentials in style. Whether you're a die-hard Batman fan or just looking for a cool and functional backpack, this is the perfect accessory for any superhero enthusiast.",333
https://m.media-amazon.com/images/I/61jOnBC3FNL._AC_UL320_.jpg,Backpacks,"Kawaii My Melody Backpack, My Melody Bag, Cute Cartoon Mini Travel Backpack, Waterproof Faux Leather My Melody Accessories for Girls Fashion",20.99,Backpacks,"Get ready to add a touch of adorable charm to your outfit with this Kawaii My Melody Backpack! Perfect for any My Melody fan, this cute cartoon mini travel backpack is made from waterproof faux leather, ensuring your belongings stay safe and dry. Elevate your fashion game with this My Melody bag and make a statement wherever you go!",372
https://m.media-amazon.com/images/I/81+bkBHIR1L._AC_UL320_.jpg,Backpacks,"Kids Backpack for School Boys Girls Teen, Elementary Backpack, Ideal Cute Lightweight & Water Resistan Toddler Bookbag for Preschool and Kindergarten (Nature Pattern, 16 inch)",19.99,Backpacks,"Prepare your little one for a fantastic school year with this Kids Backpack! Designed for boys and girls, this Elementary Backpack is not only adorable with its nature pattern, but also lightweight and water-resistant, making it perfect for preschool and kindergarten. With a 16-inch size, this backpack is ideal for carrying all their essentials in style and comfort.",841
https://m.media-amazon.com/images/I/71oeLbpCsqL._AC_UL320_.jpg,Backpacks,"Ladybug Backpack Ladybug Bag with Front Pocket and Zippered Compartments, Perfect Backpack for Teens and Kids, Ideal for School, Travel, and Road Trips - 16 Inches",20.17,Backpacks,"Introducing the adorable Ladybug Backpack - a charming and practical accessory for teens and kids on the go! With a front pocket and multiple zippered compartments, this 16-inch backpack is perfect for school, travel, and road trips. Keep all your essentials organized in style with this cute and functional Ladybug Bag!",108
https://m.media-amazon.com/images/I/71Q-XDnLWgL._AC_UL320_.jpg,Backpacks,Fjällräven Tree-Kånken Pocket Maple Yellow One Size,44.95,Backpacks,"Introducing the Fjällräven Tree-Kånken Pocket in vibrant Maple Yellow! This iconic one-size backpack is the perfect blend of style and functionality, featuring a convenient front pocket for easy access to your essentials. With its durable construction and timeless design, the Fjällräven Tree-Kånken Pocket is a must-have accessory for any adventure seeker.",206
https://m.media-amazon.com/images/I/81MLDc35pHL._AC_UL320_.jpg,Backpacks,"Spiderman Backpack for Boys 4-6 Set - Spiderman Travel Bag Bundle with 11” Mini Spiderman Backpack, Spiderman Drawstring Bag | Spiderman Backpack Toddler",17.95,Backpacks,"Get your little superhero ready for any adventure with this Spiderman Backpack Set! This bundle includes an 11” mini Spiderman backpack, a Spiderman drawstring bag, and a toddler-sized Spiderman backpack, perfect for boys aged 4-6. Let your child's imagination soar as they carry their favorite web-slinger wherever they go with this fun and practical set.",26
https://m.media-amazon.com/images/I/71N7bZc7fRL._AC_UL320_.jpg,Backpacks,Sling Bag for Men- Slim Anti Theft Crossbody Shoulder Backpack Chest Bag Travel Personal Pocket Bag Man Purse,16.99,Backpacks,"Introducing the ultimate travel companion for the modern man - the Sling Bag for Men. With its sleek and slim design, this anti-theft crossbody shoulder backpack is perfect for keeping your essentials safe and organized while on the go. Whether you're exploring a new city or just running errands, this versatile chest bag is a stylish and practical choice for any man on the move.",735
https://m.media-amazon.com/images/I/41aIgcnS4xL._AC_UL320_.jpg,Backpacks,Lululemon New Crew Backpack,128.0,Backpacks,"The Lululemon New Crew Backpack is the perfect blend of style and functionality for your active lifestyle. With multiple compartments for easy organization, this sleek backpack is designed to keep your essentials secure and easily accessible. Whether you're heading to the gym, work, or traveling, this backpack is the ultimate companion for all your adventures.",87
https://m.media-amazon.com/images/I/71xapBtE5hL._AC_UL320_.jpg,Backpacks,"Sling Bag Crossbody Bags for Women, Sling Backpack Chest Bag Daypack Fanny Packs Cross Body Bag for Outdoors Traveling Hiking",14.95,Backpacks,"Stay stylish and hands-free with our versatile Sling Bag Crossbody Bags for Women. Perfect for outdoor adventures, traveling, and hiking, this sleek design offers both fashion and functionality. With multiple compartments and adjustable straps, this Sling Backpack Chest Bag Daypack is the perfect companion for all your on-the-go needs.",283
https://m.media-amazon.com/images/I/71cRdcKemPL._AC_UL320_.jpg,Backpacks,FATPack 5x8 (Gen-2) Pouch (Black),61.5,Backpacks,"Introducing the sleek and versatile FATPack 5x8 (Gen-2) Pouch in Black, the ultimate storage solution for all your essentials. This compact yet spacious pouch is designed with high-quality materials to keep your items secure and organized on the go. Whether you're traveling, hiking, or simply running errands, the FATPack pouch is the perfect companion for your everyday adventures.",498
https://m.media-amazon.com/images/I/71A4nTipU7L._AC_UL320_.jpg,Backpacks,Evercat Equivalence 2.0 Backpack Olive One Size,38.29,Backpacks,"Introducing the Evercat Equivalence 2.0 Backpack in Olive, the ultimate companion for your daily adventures. This sleek and stylish backpack in a versatile one size fits all design offers ample space for all your essentials, while the durable construction ensures long-lasting performance. Stay organized and on-the-go with the Evercat Equivalence 2.0 Backpack, your perfect blend of functionality and fashion.",752
https://m.media-amazon.com/images/I/617BzRIcdAL._AC_UL320_.jpg,Backpacks,Anime My Hero Academia Bakugou Katsuki Backpack Lightweight Nylon Backpack Printed Schoolbag Daypack Pink,29.99,Backpacks,"Unleash your inner hero with this vibrant Anime My Hero Academia Bakugou Katsuki Backpack! Made from lightweight nylon, this printed schoolbag in pink is perfect for fans of the popular anime series. Carry your essentials in style and show off your love for Bakugou Katsuki wherever you go!",801
https://m.media-amazon.com/images/I/51cB-pnkcnL._AC_UL320_.jpg,Backpacks,Sling Backpack Chest Bag Lightweight Outdoor Sport Travel Hiking Anti Theft Crossbody Shoulder Pack Bag Daypack,21.99,Backpacks,"Experience ultimate convenience and security with our Sling Backpack Chest Bag. Perfect for outdoor adventures, travel, hiking, and everyday use, this lightweight bag features anti-theft design elements to keep your belongings safe. With its crossbody shoulder pack style, this versatile daypack ensures comfort and easy access to your essentials on the go.",181
https://m.media-amazon.com/images/I/6127EX1O3sL._AC_UL320_.jpg,Backpacks,"Mushroom Gifts Sling Backpack , Mushroom Crossbody Bag For Women Men Travel Hiking Shoulder Chest Daypack Unisex",19.99,Backpacks,"Introducing the Mushroom Gifts Sling Backpack - the perfect accessory for your next adventure! This versatile crossbody bag is designed for both men and women, making it a stylish and practical choice for travel, hiking, or everyday use. With its spacious compartments and comfortable shoulder strap, this unisex daypack is sure to become your go-to bag for all your on-the-go needs.",573
https://m.media-amazon.com/images/I/71U62RhjeiL._AC_UL320_.jpg,Backpacks,Mission Critical Square Pouch (Black),12.26,Backpacks,"The Mission Critical Square Pouch in sleek black is the ultimate accessory for keeping your essentials close at hand. With its durable construction and versatile design, this pouch is perfect for carrying your phone, keys, wallet, and more while on the go. Stay organized and stylish with the Mission Critical Square Pouch, your new favorite everyday companion.",428
https://m.media-amazon.com/images/I/711gqAEu8wL._AC_UL320_.jpg,Backpacks,Toy Story Character Faux Leather Mini Backpack,69.99,Backpacks,"Unleash your inner child with this adorable Toy Story Character Faux Leather Mini Backpack! Featuring your favorite characters from the beloved movie, this backpack is the perfect accessory for any Disney fan. Its faux leather material adds a touch of sophistication while still keeping the whimsical charm of the Toy Story universe alive. Perfect for carrying your essentials in style!",462
